Species, Module #, Module name,,,,,,,,,,,,,,,,,,,,,,,
Trapezites petalia,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Trapezites symmomus,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Triclema nigeriae,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Triclema rufoplagata,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Trimenia argyroplaga,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Triskelionia tricerata,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Trogonoptera brookiana,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Troides rhadamantus,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Tsitana tsita,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Turanana endymion,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Tuxentius melaena,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Udara albocaeruleus,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Udara dilectus,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Udaspes folus,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Udranomia kikkawai,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Udranomia orcinus,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Unkana ambasa,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Urbanus esmeraldus,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Urbanus proteus,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Vagrans egista,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Vanessa atalanta,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Vanessa indica,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Vanessa tameamea,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Vanessula milca,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Vansomerenia rogersi,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Veladyris pardalis,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Venada nevada,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Vernia verna,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Vertica verticalis,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Vettius lafrenaye,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Vindula arsinoe,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Wagimo signata,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Wallengrenia otho,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Wallengrenia premnas,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Xanthodisca vibius,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Xanthotaenia busiris,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Xeniades orchamus,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Xenophanes tryxus,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Xois sesara,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Yamamotozephyrus kwangtungensis,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Yanguna cosyra,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Yoma sabina,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Ypthima argus,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Ypthimomorpha itonia,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Yramea cytheris,1, Violaceae ,,,,,,,,,,,,,,,,,,,,,,,
Zaretis callidryas,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Zaretis isidora,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Zegris eupheme,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Zela zeus,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Zemeros flegyas,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Zenonia zeno,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Zerene cesonia,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Zerynthia polyxena,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Zesius chrysomallus,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Zestusa dorus,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Zethera pimplea,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Ziegleria hesperitis,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Zinaspa youngi,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Zintha hintza,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Zizeeria karsandra,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Zizeeria knysna,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Zizina otis,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Zizula hylax,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Zographetus ogygia,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Zophopetes cerymica,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Zophopetes dysmephila,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
