Sp_Idmarch,scientific_name,Genus,Species,Flag,valid name,genomic
8626,Lasippa tiga,Lasippa,tiga,Valid Name,Lasippa tiga,"ArgKin, CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS2, Wgl"
8627,Lasippa viraja,Lasippa,viraja,Valid Name,Lasippa viraja,
8628,Laterloigia ophiogramma,Laterloigia,ophiogramma,Not Found,,
8629,Lathecla mimula,Lathecla,mimula,Valid Name,Lathecla mimula,
8630,Laxita teneta,Laxita,teneta,Valid Name,Laxita teneta,
8631,Laxita thuisto,Laxita,thuisto,Valid Name,Laxita thuisto,"COI_trnL_COII, EF-1a, Wgl"
8632,Lebadea martha,Lebadea,martha,Valid Name,Lebadea martha,"ArgKin, CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS2, RpS5, Wgl"
8633,Ledaea perditalis,Ledaea,perditalis,Not Found,,
8634,Lelecella limenitoides,Lelecella,limenitoides,Not Found,,
8635,Lemmeria digitalis,Lemmeria,digitalis,Not Found,,
8636,Lemonias agave,Lemonias,agave,Synonym,Pseudonymphidia agave,
8637,Lemonias albofasciata,Lemonias,albofasciata,Valid Name,Lemonias albofasciata,
8638,Lemonias egaensis,Lemonias,egaensis,Valid Name,Lemonias egaensis,
8639,Lemonias ochracea,Lemonias,ochracea,Valid Name,Lemonias ochracea,
8640,Lemonias sontella,Lemonias,sontella,Valid Name,Lemonias sontella,
8641,Lemonias stalachtioides,Lemonias,stalachtioides,Valid Name,Lemonias stalachtioides,
8642,Lemonias theodora,Lemonias,theodora,Valid Name,Lemonias theodora,
8643,Lemonias zygia,Lemonias,zygia,Valid Name,Lemonias zygia,
8644,Lento apta,Lento,apta,Valid Name,Lento apta,
8645,Lento ferrago,Lento,ferrago,Valid Name,Lento ferrago,
8646,Lento flavocostata,Lento,flavocostata,Valid Name,Lento flavocostata,
8647,Lento genta,Lento,genta,Valid Name,Lento genta,
8648,Lento grosso,Lento,grosso,Valid Name,Lento grosso,
8649,Lento imerius,Lento,imerius,Valid Name,Lento imerius,
8650,Lento krexoides,Lento,krexoides,Valid Name,Lento krexoides,
8651,Lento lento,Lento,lento,Valid Name,Lento lento,
8652,Lento longa,Lento,longa,Valid Name,Lento longa,
8653,Lento lora,Lento,lora,Valid Name,Lento lora,
8654,Lento lotus,Lento,lotus,Valid Name,Lento lotus,
8655,Lento lucto,Lento,lucto,Valid Name,Lento lucto,
8656,Lento pyra,Lento,pyra,Valid Name,Lento pyra,
8657,Leodonta dysoni,Leodonta,dysoni,Valid Name,Leodonta dysoni,
8658,Leona binoevatus,Leona,binoevatus,Valid Name,Leona binoevatus,
8659,Leona halma,Leona,halma,Valid Name,Leona halma,
8660,Leona lena,Leona,lena,Valid Name,Leona lena,
8661,Leona leonora,Leona,leonora,Valid Name,Leona leonora,
8662,Leona lissa,Leona,lissa,Valid Name,Leona lissa,
8663,Leona lota,Leona,lota,Valid Name,Leona lota,
8664,Leona luehderi,Leona,luehderi,Valid Name,Leona luehderi,
8665,Leona maracanda,Leona,maracanda,Valid Name,Leona maracanda,
8666,Leona meloui,Leona,meloui,Valid Name,Leona meloui,
8667,Leona na,Leona,na,Valid Name,Leona na,
8668,Leona stoehri,Leona,stoehri,Valid Name,Leona stoehri,
8669,Lepella lepeletier,Lepella,lepeletier,Valid Name,Lepella lepeletier,
8670,Lepidochrysops abri,Lepidochrysops,abri,Valid Name,Lepidochrysops abri,
8671,Lepidochrysops abyssiniensis,Lepidochrysops,abyssiniensis,Valid Name,Lepidochrysops abyssiniensis,
8672,Lepidochrysops aethiopia,Lepidochrysops,aethiopia,Valid Name,Lepidochrysops aethiopia,
8673,Lepidochrysops albilinea,Lepidochrysops,albilinea,Valid Name,Lepidochrysops albilinea,
8674,Lepidochrysops anerius,Lepidochrysops,anerius,Valid Name,Lepidochrysops anerius,
8675,Lepidochrysops ansorgei,Lepidochrysops,ansorgei,Valid Name,Lepidochrysops ansorgei,
8676,Lepidochrysops arabicus,Lepidochrysops,arabicus,Valid Name,Lepidochrysops arabicus,
8677,Lepidochrysops asteris,Lepidochrysops,asteris,Valid Name,Lepidochrysops asteris,
8678,Lepidochrysops auratus,Lepidochrysops,auratus,Valid Name,Lepidochrysops auratus,
8679,Lepidochrysops australis,Lepidochrysops,australis,Valid Name,Lepidochrysops australis,
8680,Lepidochrysops azureus,Lepidochrysops,azureus,Valid Name,Lepidochrysops azureus,
8681,Lepidochrysops bacchus,Lepidochrysops,bacchus,Valid Name,Lepidochrysops bacchus,
8682,Lepidochrysops badhami,Lepidochrysops,badhami,Valid Name,Lepidochrysops badhami,
8683,Lepidochrysops balli,Lepidochrysops,balli,Valid Name,Lepidochrysops balli,
8684,Lepidochrysops barnesi,Lepidochrysops,barnesi,Valid Name,Lepidochrysops barnesi,
8685,Lepidochrysops braueri,Lepidochrysops,braueri,Valid Name,Lepidochrysops braueri,
8686,Lepidochrysops budama,Lepidochrysops,budama,Valid Name,Lepidochrysops budama,
8687,Lepidochrysops caerulea,Lepidochrysops,caerulea,Valid Name,Lepidochrysops caerulea,
8688,Lepidochrysops carsoni,Lepidochrysops,carsoni,Valid Name,Lepidochrysops carsoni,
8689,Lepidochrysops chala,Lepidochrysops,chala,Valid Name,Lepidochrysops chala,
8690,Lepidochrysops chalceus,Lepidochrysops,chalceus,Valid Name,Lepidochrysops chalceus,
8691,Lepidochrysops chittyi,Lepidochrysops,chittyi,Valid Name,Lepidochrysops chittyi,
8692,Lepidochrysops chloauges,Lepidochrysops,chloauges,Valid Name,Lepidochrysops chloauges,
8693,Lepidochrysops cinerea,Lepidochrysops,cinerea,Valid Name,Lepidochrysops cinerea,
8694,Lepidochrysops coxii,Lepidochrysops,coxii,Valid Name,Lepidochrysops coxii,
8695,Lepidochrysops cupreus,Lepidochrysops,cupreus,Valid Name,Lepidochrysops cupreus,
8696,Lepidochrysops delicata,Lepidochrysops,delicata,Valid Name,Lepidochrysops delicata,
8697,Lepidochrysops desmondi,Lepidochrysops,desmondi,Valid Name,Lepidochrysops desmondi,
8698,Lepidochrysops dollmani,Lepidochrysops,dollmani,Valid Name,Lepidochrysops dollmani,
8699,Lepidochrysops dukei,Lepidochrysops,dukei,Valid Name,Lepidochrysops dukei,"COI_trnL_COII, EF-1a, Wgl"
8700,Lepidochrysops dunni,Lepidochrysops,dunni,Valid Name,Lepidochrysops dunni,
8701,Lepidochrysops elgonae,Lepidochrysops,elgonae,Valid Name,Lepidochrysops elgonae,
8702,Lepidochrysops ella,Lepidochrysops,ella,Not Found,,
8703,Lepidochrysops erici,Lepidochrysops,erici,Valid Name,Lepidochrysops erici,
8704,Lepidochrysops evae,Lepidochrysops,evae,Valid Name,Lepidochrysops evae,
8705,Lepidochrysops flavisquamosa,Lepidochrysops,flavisquamosa,Valid Name,Lepidochrysops flavisquamosa,
8706,Lepidochrysops forsskali,Lepidochrysops,forsskali,Valid Name,Lepidochrysops forsskali,
8707,Lepidochrysops frederikeae,Lepidochrysops,frederikeae,Valid Name,Lepidochrysops frederikeae,
8708,Lepidochrysops fulvescens,Lepidochrysops,fulvescens,Valid Name,Lepidochrysops fulvescens,
8709,Lepidochrysops fumosa,Lepidochrysops,fumosa,Valid Name,Lepidochrysops fumosa,
8710,Lepidochrysops glauca,Lepidochrysops,glauca,Valid Name,Lepidochrysops glauca,
8711,Lepidochrysops grahami,Lepidochrysops,grahami,Valid Name,Lepidochrysops grahami,
8712,Lepidochrysops grandis,Lepidochrysops,grandis,Valid Name,Lepidochrysops grandis,
8713,Lepidochrysops guichardi,Lepidochrysops,guichardi,Valid Name,Lepidochrysops guichardi,
8714,Lepidochrysops gydoae,Lepidochrysops,gydoae,Valid Name,Lepidochrysops gydoae,
8715,Lepidochrysops handmani,Lepidochrysops,handmani,Valid Name,Lepidochrysops handmani,
8716,Lepidochrysops haveni,Lepidochrysops,haveni,Valid Name,Lepidochrysops haveni,
8717,Lepidochrysops hawkeri,Lepidochrysops,hawkeri,Valid Name,Lepidochrysops hawkeri,
8718,Lepidochrysops heathi,Lepidochrysops,heathi,Valid Name,Lepidochrysops heathi,
8719,Lepidochrysops hypopolia,Lepidochrysops,hypopolia,Valid Name,Lepidochrysops hypopolia,
8720,Lepidochrysops ignota,Lepidochrysops,ignota,Valid Name,Lepidochrysops ignota,
8721,Lepidochrysops intermedia,Lepidochrysops,intermedia,Valid Name,Lepidochrysops intermedia,
8722,Lepidochrysops inyangae,Lepidochrysops,inyangae,Valid Name,Lepidochrysops inyangae,
8723,Lepidochrysops irvingi,Lepidochrysops,irvingi,Valid Name,Lepidochrysops irvingi,
8724,Lepidochrysops jacksoni,Lepidochrysops,jacksoni,Valid Name,Lepidochrysops jacksoni,
8725,Lepidochrysops jamesi,Lepidochrysops,jamesi,Valid Name,Lepidochrysops jamesi,
8726,Lepidochrysops jansei,Lepidochrysops,jansei,Valid Name,Lepidochrysops jansei,
8727,Lepidochrysops jefferyi,Lepidochrysops,jefferyi,Valid Name,Lepidochrysops jefferyi,
8728,Lepidochrysops kennethi,Lepidochrysops,kennethi,Valid Name,Lepidochrysops kennethi,
8729,Lepidochrysops ketsi,Lepidochrysops,ketsi,Valid Name,Lepidochrysops ketsi,
8730,Lepidochrysops kilimanjarensis,Lepidochrysops,kilimanjarensis,Not Found,,
8731,Lepidochrysops kitale,Lepidochrysops,kitale,Valid Name,Lepidochrysops kitale,
8732,Lepidochrysops koaena,Lepidochrysops,koaena,Valid Name,Lepidochrysops koaena,
8733,Lepidochrysops kocak,Lepidochrysops,kocak,Valid Name,Lepidochrysops kocak,
8734,Lepidochrysops labeensis,Lepidochrysops,labeensis,Valid Name,Lepidochrysops labeensis,
8735,Lepidochrysops labwor,Lepidochrysops,labwor,Valid Name,Lepidochrysops labwor,
8736,Lepidochrysops lerothodi,Lepidochrysops,lerothodi,Valid Name,Lepidochrysops lerothodi,
8737,Lepidochrysops letsea,Lepidochrysops,letsea,Valid Name,Lepidochrysops letsea,
8738,Lepidochrysops leucon,Lepidochrysops,leucon,Valid Name,Lepidochrysops leucon,
8739,Lepidochrysops liberti,Lepidochrysops,liberti,Not Found,,
8740,Lepidochrysops littoralis,Lepidochrysops,littoralis,Valid Name,Lepidochrysops littoralis,
8741,Lepidochrysops loewensteini,Lepidochrysops,loewensteini,Valid Name,Lepidochrysops loewensteini,
8742,Lepidochrysops longifalces,Lepidochrysops,longifalces,Valid Name,Lepidochrysops longifalces,
8743,Lepidochrysops lotana,Lepidochrysops,lotana,Valid Name,Lepidochrysops lotana,
8744,Lepidochrysops lukenia,Lepidochrysops,lukenia,Valid Name,Lepidochrysops lukenia,
8745,Lepidochrysops lunulifer,Lepidochrysops,lunulifer,Valid Name,Lepidochrysops lunulifer,
8746,Lepidochrysops mashuna,Lepidochrysops,mashuna,Valid Name,Lepidochrysops mashuna,
8747,Lepidochrysops mcgregori,Lepidochrysops,mcgregori,Valid Name,Lepidochrysops mcgregori,
8748,Lepidochrysops methymna,Lepidochrysops,methymna,Valid Name,Lepidochrysops methymna,
8749,Lepidochrysops michaeli,Lepidochrysops,michaeli,Valid Name,Lepidochrysops michaeli,
8750,Lepidochrysops michellae,Lepidochrysops,michellae,Valid Name,Lepidochrysops michellae,
8751,Lepidochrysops miniata,Lepidochrysops,miniata,Valid Name,Lepidochrysops miniata,
8752,Lepidochrysops mpanda,Lepidochrysops,mpanda,Valid Name,Lepidochrysops mpanda,
8753,Lepidochrysops nacrescens,Lepidochrysops,nacrescens,Valid Name,Lepidochrysops nacrescens,
8754,Lepidochrysops neavei,Lepidochrysops,neavei,Valid Name,Lepidochrysops neavei,
8755,Lepidochrysops negus,Lepidochrysops,negus,Valid Name,Lepidochrysops negus,
8756,Lepidochrysops neonegus,Lepidochrysops,neonegus,Valid Name,Lepidochrysops neonegus,
8757,Lepidochrysops nigritia,Lepidochrysops,nigritia,Valid Name,Lepidochrysops nigritia,
8758,Lepidochrysops nyika,Lepidochrysops,nyika,Valid Name,Lepidochrysops nyika,
8759,Lepidochrysops oosthuizeni,Lepidochrysops,oosthuizeni,Valid Name,Lepidochrysops oosthuizeni,
8760,Lepidochrysops oreas,Lepidochrysops,oreas,Valid Name,Lepidochrysops oreas,
8761,Lepidochrysops ortygia,Lepidochrysops,ortygia,Valid Name,Lepidochrysops ortygia,
8762,Lepidochrysops outeniqua,Lepidochrysops,outeniqua,Valid Name,Lepidochrysops outeniqua,
8763,Lepidochrysops pampolis,Lepidochrysops,pampolis,Valid Name,Lepidochrysops pampolis,
8764,Lepidochrysops parsimon,Lepidochrysops,parsimon,Valid Name,Lepidochrysops parsimon,
8765,Lepidochrysops patricia,Lepidochrysops,patricia,Valid Name,Lepidochrysops patricia,
8766,Lepidochrysops peculiaris,Lepidochrysops,peculiaris,Valid Name,Lepidochrysops peculiaris,"COI_trnL_COII, EF-1a"
8767,Lepidochrysops penningtoni,Lepidochrysops,penningtoni,Valid Name,Lepidochrysops penningtoni,
8768,Lepidochrysops pephredo,Lepidochrysops,pephredo,Valid Name,Lepidochrysops pephredo,
8769,Lepidochrysops phoebe,Lepidochrysops,phoebe,Valid Name,Lepidochrysops phoebe,
8770,Lepidochrysops pittawayi,Lepidochrysops,pittawayi,Valid Name,Lepidochrysops pittawayi,
8771,Lepidochrysops plebeia,Lepidochrysops,plebeia,Valid Name,Lepidochrysops plebeia,
8772,Lepidochrysops polydialecta,Lepidochrysops,polydialecta,Valid Name,Lepidochrysops polydialecta,
8773,Lepidochrysops poseidon,Lepidochrysops,poseidon,Valid Name,Lepidochrysops poseidon,
8774,Lepidochrysops praeterita,Lepidochrysops,praeterita,Valid Name,Lepidochrysops praeterita,
8775,Lepidochrysops pringlei,Lepidochrysops,pringlei,Valid Name,Lepidochrysops pringlei,
8776,Lepidochrysops procera,Lepidochrysops,procera,Valid Name,Lepidochrysops procera,
8777,Lepidochrysops pterou,Lepidochrysops,pterou,Valid Name,Lepidochrysops pterou,
8778,Lepidochrysops puncticilia,Lepidochrysops,puncticilia,Valid Name,Lepidochrysops puncticilia,
8779,Lepidochrysops quassi,Lepidochrysops,quassi,Valid Name,Lepidochrysops quassi,
8780,Lepidochrysops quickelbergei,Lepidochrysops,quickelbergei,Valid Name,Lepidochrysops quickelbergei,
8781,Lepidochrysops reichenowii,Lepidochrysops,reichenowii,Valid Name,Lepidochrysops reichenowii,
8782,Lepidochrysops rhodesensae,Lepidochrysops,rhodesensae,Valid Name,Lepidochrysops rhodesensae,
8783,Lepidochrysops ringa,Lepidochrysops,ringa,Valid Name,Lepidochrysops ringa,
8784,Lepidochrysops robertsoni,Lepidochrysops,robertsoni,Valid Name,Lepidochrysops robertsoni,
8785,Lepidochrysops rossouwi,Lepidochrysops,rossouwi,Valid Name,Lepidochrysops rossouwi,
8786,Lepidochrysops ruthica,Lepidochrysops,ruthica,Valid Name,Lepidochrysops ruthica,
8787,Lepidochrysops skotios,Lepidochrysops,skotios,Valid Name,Lepidochrysops skotios,
8788,Lepidochrysops solwezii,Lepidochrysops,solwezii,Valid Name,Lepidochrysops solwezii,
8789,Lepidochrysops southeyae,Lepidochrysops,southeyae,Valid Name,Lepidochrysops southeyae,
8790,Lepidochrysops stormsi,Lepidochrysops,stormsi,Valid Name,Lepidochrysops stormsi,
8791,Lepidochrysops subvariegata,Lepidochrysops,subvariegata,Valid Name,Lepidochrysops subvariegata,
8792,Lepidochrysops swanepoeli,Lepidochrysops,swanepoeli,Valid Name,Lepidochrysops swanepoeli,
8793,Lepidochrysops swartbergensis,Lepidochrysops,swartbergensis,Valid Name,Lepidochrysops swartbergensis,
8794,Lepidochrysops synchrematiza,Lepidochrysops,synchrematiza,Valid Name,Lepidochrysops synchrematiza,
8795,Lepidochrysops tantalus,Lepidochrysops,tantalus,Valid Name,Lepidochrysops tantalus,
8796,Lepidochrysops titei,Lepidochrysops,titei,Valid Name,Lepidochrysops titei,
8797,Lepidochrysops trimeni,Lepidochrysops,trimeni,Valid Name,Lepidochrysops trimeni,
8798,Lepidochrysops turlini,Lepidochrysops,turlini,Valid Name,Lepidochrysops turlini,
8799,Lepidochrysops vansoni,Lepidochrysops,vansoni,Valid Name,Lepidochrysops vansoni,
8800,Lepidochrysops variabilis,Lepidochrysops,variabilis,Valid Name,Lepidochrysops variabilis,
8801,Lepidochrysops vera,Lepidochrysops,vera,Valid Name,Lepidochrysops vera,
8802,Lepidochrysops victori,Lepidochrysops,victori,Valid Name,Lepidochrysops victori,
8803,Lepidochrysops victoriae,Lepidochrysops,victoriae,Valid Name,Lepidochrysops victoriae,
8804,Lepidochrysops violetta,Lepidochrysops,violetta,Valid Name,Lepidochrysops violetta,
8805,Lepidochrysops wykehami,Lepidochrysops,wykehami,Valid Name,Lepidochrysops wykehami,
8806,Lepidochrysops yvonnae,Lepidochrysops,yvonnae,Valid Name,Lepidochrysops yvonnae,
8807,Lepidokirbyia vittipes,Lepidokirbyia,vittipes,Not Found,,
8808,Lepostales ferruminaria,Lepostales,ferruminaria,Not Found,,
8809,Lepricornis bicolor,Lepricornis,bicolor,Synonym,Pachythone bicolor,
8810,Lepricornis strigosa,Lepricornis,strigosa,Not Found,,
8811,Leptalina unicolor,Leptalina,unicolor,Valid Name,Leptalina unicolor,COI_trnL_COII
8812,Leptidea amurensis,Leptidea,amurensis,Valid Name,Leptidea amurensis,"COI_trnL_COII, EF-1a, Wgl"
8813,Leptidea duponcheli,Leptidea,duponcheli,Valid Name,Leptidea duponcheli,"COI_trnL_COII, Wgl"
8814,Leptidea morsei,Leptidea,morsei,Valid Name,Leptidea morsei,"CAD, COI_trnL_COII, EF-1a, Wgl"
8815,Leptidea reali,Leptidea,reali,Valid Name,Leptidea reali,"CAD, COI_trnL_COII, Wgl"
8816,Leptidea sinapis,Leptidea,sinapis,Valid Name,Leptidea sinapis,"CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS5, Wgl"
8817,Leptomyrina boschi,Leptomyrina,boschi,Valid Name,Leptomyrina boschi,
8818,Leptomyrina gorgias,Leptomyrina,gorgias,Valid Name,Leptomyrina gorgias,
8819,Leptomyrina handmani,Leptomyrina,handmani,Valid Name,Leptomyrina handmani,
8820,Leptomyrina henningi,Leptomyrina,henningi,Valid Name,Leptomyrina henningi,
8821,Leptomyrina hirundo,Leptomyrina,hirundo,Valid Name,Leptomyrina hirundo,
8822,Leptomyrina lara,Leptomyrina,lara,Valid Name,Leptomyrina lara,
8823,Leptomyrina makala,Leptomyrina,makala,Valid Name,Leptomyrina makala,
8824,Leptomyrina phidias,Leptomyrina,phidias,Valid Name,Leptomyrina phidias,
8825,Leptomyrina sudanica,Leptomyrina,sudanica,Valid Name,Leptomyrina sudanica,
8826,Leptophobia aripa,Leptophobia,aripa,Valid Name,Leptophobia aripa,"CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS5"
8827,Leptophobia caesia,Leptophobia,caesia,Valid Name,Leptophobia caesia,
8828,Leptosia alcesta,Leptosia,alcesta,Valid Name,Leptosia alcesta,
8829,Leptosia bastini,Leptosia,bastini,Valid Name,Leptosia bastini,
8830,Leptosia fuscolimbata,Leptosia,fuscolimbata,Synonym,Leptosia marginea,
8831,Leptosia hybrida,Leptosia,hybrida,Valid Name,Leptosia hybrida,
8832,Leptosia lignea,Leptosia,lignea,Valid Name,Leptosia lignea,
8833,Leptosia marginea,Leptosia,marginea,Valid Name,Leptosia marginea,
8834,Leptosia medusa,Leptosia,medusa,Valid Name,Leptosia medusa,
8835,Leptosia nina,Leptosia,nina,Valid Name,Leptosia nina,"CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, RpS5, Wgl"
8836,Leptosia nupta,Leptosia,nupta,Valid Name,Leptosia nupta,
8837,Leptosia wigginsi,Leptosia,wigginsi,Valid Name,Leptosia wigginsi,
8838,Leptotes adamsoni,Leptotes,adamsoni,Valid Name,Leptotes adamsoni,
8839,Leptotes babaulti,Leptotes,babaulti,Valid Name,Leptotes babaulti,
8840,Leptotes brevidentatus,Leptotes,brevidentatus,Valid Name,Leptotes brevidentatus,
8841,Leptotes casca,Leptotes,casca,Valid Name,Leptotes casca,
8842,Leptotes cassioides,Leptotes,cassioides,Not Found,,
8843,Leptotes cassius,Leptotes,cassius,Valid Name,Leptotes cassius,"COI_trnL_COII, EF-1a"
8844,Leptotes eleusis,Leptotes,eleusis,Not Found,,
8845,Leptotes idealus,Leptotes,idealus,Not Found,,
8846,Leptotes jeanneli,Leptotes,jeanneli,Valid Name,Leptotes jeanneli,
8847,Leptotes marginalis,Leptotes,marginalis,Valid Name,Leptotes marginalis,
8848,Leptotes marina,Leptotes,marina,Valid Name,Leptotes marina,"COI_trnL_COII, EF-1a, Wgl"
8849,Leptotes marinus,Leptotes,marinus,Not Found,,
8850,Leptotes mayottensis,Leptotes,mayottensis,Valid Name,Leptotes mayottensis,
8851,Leptotes perkinsae,Leptotes,perkinsae,Valid Name,Leptotes perkinsae,
8852,Leptotes pirithous,Leptotes,pirithous,Valid Name,Leptotes pirithous,"COI_trnL_COII, EF-1a"
8853,Leptotes plinius,Leptotes,plinius,Valid Name,Leptotes plinius,COI_trnL_COII
8854,Leptotes pulchra,Leptotes,pulchra,Valid Name,Leptotes pulchra,
8855,Leptotes pyrczi,Leptotes,pyrczi,Valid Name,Leptotes pyrczi,
8856,Leptotes rabefaner,Leptotes,rabefaner,Valid Name,Leptotes rabefaner,
8857,Leptotes sanctithomae,Leptotes,sanctithomae,Valid Name,Leptotes sanctithomae,
8858,Leptotes socotranus,Leptotes,socotranus,Valid Name,Leptotes socotranus,
8859,Lerema accius,Lerema,accius,Valid Name,Lerema accius,COI_trnL_COII
8860,Lerema liris,Lerema,liris,Valid Name,Lerema liris,COI_trnL_COII
8861,Lerodea arabus,Lerodea,arabus,Valid Name,Lerodea arabus,COI_trnL_COII
8862,Lerodea eufala,Lerodea,eufala,Valid Name,Lerodea eufala,"ArgKin, CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS2, RpS5, Wgl"
8863,Lerodea gracia,Lerodea,gracia,Valid Name,Lerodea gracia,
8864,Lesmone detrahens,Lesmone,detrahens,Not Found,,
8865,Lestranicus transpecta,Lestranicus,transpecta,Not Found,,
8866,Lestranicus transpectus,Lestranicus,transpectus,Valid Name,Lestranicus transpectus,
8867,Lestranicus yoshidai,Lestranicus,yoshidai,Valid Name,Lestranicus yoshidai,
8868,Lethe alberta,Lethe,alberta,Synonym,Lethe vindhya,
8869,Lethe anysis,Lethe,anysis,Not Found,,
8870,Lethe arcadia,Lethe,arcadia,Not Found,,
8871,Lethe baladeva,Lethe,baladeva,Valid Name,Lethe baladeva,
8872,Lethe baucis,Lethe,baucis,Valid Name,Lethe baucis,
8873,Lethe berdievi,Lethe,berdievi,Valid Name,Lethe berdievi,
8874,Lethe bhairava,Lethe,bhairava,Valid Name,Lethe bhairava,
8875,Lethe calisto,Lethe,calisto,Synonym,Lethe violaceopicta,
8876,Lethe caumas,Lethe,caumas,Not Found,,
8877,Lethe chandica,Lethe,chandica,Valid Name,Lethe chandica,COI_trnL_COII
8878,Lethe christophi,Lethe,christophi,Valid Name,Lethe christophi,
8879,Lethe confusa,Lethe,confusa,Valid Name,Lethe confusa,COI_trnL_COII
8880,Lethe daretis,Lethe,daretis,Valid Name,Lethe daretis,
8881,Lethe diana,Lethe,diana,Valid Name,Lethe diana,"COI_trnL_COII, EF-1a, GAPDH, RpS5, Wgl"
8882,Lethe distans,Lethe,distans,Valid Name,Lethe distans,
8883,Lethe drypetis,Lethe,drypetis,Valid Name,Lethe drypetis,
8884,Lethe dura,Lethe,dura,Valid Name,Lethe dura,COI_trnL_COII
8885,Lethe dynsate,Lethe,dynsate,Valid Name,Lethe dynsate,
8886,Lethe dyrta,Lethe,dyrta,Not Found,,
8887,Lethe europa,Lethe,europa,Valid Name,Lethe europa,COI_trnL_COII
8888,Lethe gelduba,Lethe,gelduba,Synonym,Lethe siderea,
8889,Lethe gemina,Lethe,gemina,Valid Name,Lethe gemina,
8890,Lethe goalpara,Lethe,goalpara,Valid Name,Lethe goalpara,
8891,Lethe guansia,Lethe,guansia,Valid Name,Lethe guansia,
8892,Lethe gulnihal,Lethe,gulnihal,Valid Name,Lethe gulnihal,
8893,Lethe helena,Lethe,helena,Valid Name,Lethe helena,
8894,Lethe huongii,Lethe,huongii,Valid Name,Lethe huongii,
8895,Lethe hyrania,Lethe,hyrania,Valid Name,Lethe hyrania,
8896,Lethe inomatai,Lethe,inomatai,Valid Name,Lethe inomatai,
8897,Lethe insana,Lethe,insana,Not Found,,
8898,Lethe issa,Lethe,issa,Not Found,,
8899,Lethe kansa,Lethe,kansa,Valid Name,Lethe kansa,"COI_trnL_COII, EF-1a"
8900,Lethe konkakini,Lethe,konkakini,Valid Name,Lethe konkakini,
8901,Lethe labyrinthea,Lethe,labyrinthea,Valid Name,Lethe labyrinthea,
8902,Lethe lanaris,Lethe,lanaris,Valid Name,Lethe lanaris,
